SUBJECT TRIAL TARGET CONTEXT ROW REP FOUNDRT OKSE
14 19 1 2 9 1 2195 1
14 20 1 2 4 1 972 1
14 21 1 1 5 2 15395 2
14 22 1 2 16 2 4288 1
14 23 1 1 3 2 1534 1
14 24 1 1 6 2 2987 1
14 25 1 1 14 2 7967 1
14 26 1 2 5 1 2477 1
14 27 1 2 14 2 4472 1
14 28 2 2 16 1 6604 1
14 29 2 1 2 1 2632 1
14 30 2 1 10 1 9281 1
14 31 2 2 14 1 3028 1
14 32 1 2 11 1 2795 1
14 33 2 1 12 2 4768 1
14 34 2 2 13 1 5850 1
14 35 2 1 7 1 1015 1
14 36 2 1 9 1 3310 1
14 37 1 1 6 1 7052 1
14 38 2 1 8 2 13892 2
14 39 1 1 5 1 3885 1
14 40 1 1 1 1 3364 1
14 41 1 1 17 2 7570 1
14 42 2 1 4 1 2854 1
14 43 2 2 17 2 7739 1
14 44 2 2 3 2 2046 1
14 45 2 2 5 1 1660 1
14 46 2 2 10 1 14943 2
14 47 2 1 16 2 13847 2
14 48 2 2 16 2 5291 1
14 49 1 2 6 2 11252 1
14 50 1 2 12 1 3553 1
14 51 2 2 13 2 3366 1
14 52 1 2 18 2 5339 1
14 53 1 1 1 2 9185 1
14 54 1 1 3 1 1525 1
14 55 2 1 11 1 8390 1
14 56 2 1 6 2 2748 1
14 57 2 1 3 2 1156 1
14 58 2 2 19 1 8041 1
14 59 2 2 20 1 10671 2
14 60 1 2 10 1 2799 1
14 61 1 2 19 2 2213 1
14 62 1 2 1 2 2029 1
14 63 1 1 4 1 5056 1
14 64 2 1 4 2 3040 1
14 65 1 2 8 2 2239 1
14 66 2 1 2 2 2092 1
14 67 2 1 20 2 3645 1
14 68 1 1 7 2 3491 1
14 69 1 2 2 2 2328 1
14 70 2 2 10 2 14510 2
14 71 2 2 11 1 5580 1
14 72 1 1 12 2 3746 1
14 73 1 1 18 2 6320 1
14 74 2 1 14 2 4753 1
14 75 1 2 13 1 4026 1
14 76 2 2 15 2 4399 1
14 77 2 2 5 2 8851 1
14 78 2 2 4 1 1228 1
14 79 1 1 18 1 9904 2
14 80 2 2 18 2 3010 1
14 81 1 1 4 2 4725 1
14 82 2 2 6 1 4111 1
14 83 2 1 13 1 7635 1
14 84 1 2 11 2 2948 1
14 85 2 2 20 2 2241 1
14 86 2 2 2 1 2494 1
14 87 2 2 8 1 2263 1
14 88 1 1 7 1 3830 1
14 89 1 2 15 1 9171 2
14 90 2 1 5 2 2611 1
14 91 2 1 14 1 3176 1
14 92 1 2 13 2 2044 1
14 93 1 2 14 1 1909 1
14 94 1 2 7 1 2288 1
14 95 2 2 9 2 1201 1
14 96 1 2 2 1 1292 1
14 97 1 1 13 2 6520 1
14 98 1 2 7 2 1954 1
14 99 1 1 9 2 6834 1
14 100 1 1 10 2 2652 1
14 101 1 2 3 2 3782 1
14 102 1 1 8 1 2789 1
14 103 2 2 12 2 2518 1
14 104 2 2 7 2 2096 1
14 105 1 2 8 1 2694 1
14 106 1 1 17 1 10172 1
14 107 2 1 3 1 3364 1
14 108 1 2 10 2 2087 1
14 109 2 1 12 1 2541 1
14 110 1 1 8 2 5665 1
14 111 2 2 6 2 1575 1
14 112 1 1 12 1 7111 1
14 113 2 2 17 1 12286 1
14 114 2 1 1 2 5804 1
14 115 2 2 18 1 4943 1
14 116 2 2 7 1 3261 1
14 117 1 1 11 2 4840 1
14 118 1 1 19 2 4537 1
14 119 2 2 1 2 1338 1
14 120 2 1 11 2 4555 1
14 121 1 2 19 1 2282 1
14 122 1 2 16 1 9617 1
14 123 1 2 3 1 3273 1
14 124 1 1 16 1 4821 1
14 125 2 1 19 1 3828 1
14 126 2 2 14 2 4676 1
14 127 1 2 9 2 1997 1
14 128 1 2 5 2 1717 1
14 129 2 1 9 2 2004 1
14 130 1 1 20 1 5803 1
14 131 2 1 20 1 9940 1
14 132 1 1 19 1 6275 1
14 133 2 1 13 2 3649 1
14 134 2 2 3 1 7118 1
14 135 1 1 13 1 7499 1
14 136 2 1 18 1 8861 1
14 137 2 2 11 2 3884 1
14 138 2 1 15 1 5435 1
14 139 2 1 15 2 2940 1
14 140 2 1 17 2 1802 1
14 141 1 2 20 2 2281 1
14 142 2 1 7 2 2843 1
14 143 2 1 18 2 2239 1
14 144 1 1 10 1 9690 1
14 145 2 1 19 2 7076 1
14 146 1 2 4 2 1578 1
14 147 2 2 8 2 6462 1
14 148 1 2 17 1 3559 1
14 149 1 1 9 1 11440 1
14 150 1 2 18 1 2649 1
14 151 2 2 2 2 5434 1
14 152 1 1 2 1 1576 1
14 153 2 1 6 1 2436 1
14 154 2 2 15 1 2945 1
14 155 2 1 8 1 2239 1
14 156 2 2 19 2 4641 1
14 157 2 2 12 1 15019 1
14 158 1 2 6 1 5522 1
14 159 2 1 17 1 2373 1
14 160 1 2 20 1 1910 1
14 161 1 1 15 1 7266 1
SUBJECT(1:15); TRIAL(1:162); TARGET(0:1000); CONTEXT(0:1000); ROW(0:1000); REP(0:1000); FOUNDRT(0:32767); OKSE(0:1000)
2 1 1 2 12 1 8338 1
2 2 2 1 12 1 5166 1
2 3 1 1 7 1 4085 1
2 4 1 1 17 2 7259 1
2 5 1 1 15 2 6021 1
2 6 2 2 13 2 5481 1
2 7 1 1 10 1 5680 1
2 8 2 2 1 1 899 1
2 9 1 2 10 1 4233 1
2 10 2 1 1 1 2547 2
2 11 1 1 18 1 7450 1
2 12 2 1 19 2 6518 1
2 13 2 1 16 1 4433 1
2 14 2 1 6 1 3084 1
2 15 2 2 8 1 5214 1
2 16 1 1 12 2 5064 1
2 17 1 1 16 2 6183 1
2 18 1 1 16 1 5528 1
2 19 2 2 9 2 4931 1
2 20 1 2 15 2 5024 1
2 21 2 1 19 1 5985 1
2 22 1 2 4 2 1987 1
2 23 2 1 6 2 3711 1
2 24 1 2 19 2 7451 1
2 25 1 1 3 1 2214 1
2 26 2 1 18 1 7117 1
2 27 1 2 18 2 7397 1
2 28 2 1 2 2 956 1
2 29 1 1 2 2 1478 1
2 30 1 1 11 2 3992 1
2 31 1 1 5 1 2922 1
2 32 1 2 5 2 3201 1
2 33 1 1 10 2 4829 1
2 34 1 1 11 1 5024 1
2 35 2 2 15 1 6041 1
2 36 2 2 10 1 4832 1
2 37 1 1 14 1 5485 1
2 38 2 1 11 1 3528 1
2 39 2 2 1 2 1871 1
2 40 1 2 12 2 5490 1
2 41 2 1 11 2 3736 2
2 42 2 1 8 2 3202 1
2 43 2 1 20 1 8151 1
2 44 2 2 4 2 1925 1
2 45 2 2 17 2 6089 1
2 46 2 1 2 1 1006 1
2 47 2 2 11 1 6517 1
2 48 2 2 6 2 1521 1
2 49 1 2 3 2 1945 1
2 50 1 1 3 2 1181 1
2 51 1 1 14 2 5940 1
2 52 2 1 14 2 23357 2
2 53 2 1 4 2 966 1
2 54 1 1 15 1 6380 1
2 55 1 2 8 2 2973 1
2 56 1 2 20 1 5303 1
2 57 1 1 13 2 6752 1
2 58 1 1 13 1 4463 1
2 59 2 1 7 2 7500 1
2 60 1 1 4 2 1845 1
2 61 2 2 8 2 7051 1
2 62 1 2 6 2 1940 1
2 63 1 1 7 2 3487 1
2 64 1 2 18 1 4558 1
2 65 2 1 5 1 6891 1
2 66 2 2 14 2 6731 1
2 67 2 1 10 2 4222 1
2 68 2 1 9 2 3337 1
2 69 1 2 7 2 2460 1
2 70 1 2 17 1 4370 1
2 71 2 1 3 1 874 1
2 72 1 2 1 1 1383 1
2 73 1 1 8 1 4420 1
2 74 1 1 1 1 1663 1
2 75 1 2 12 1 6652 1
2 76 1 2 14 1 2736 1
2 77 2 1 12 2 1152 1
2 78 1 2 6 1 5114 1
2 79 2 1 18 2 3672 1
2 80 2 2 18 1 5858 1
2 81 1 2 10 2 4514 1
2 82 1 2 16 1 4794 1
2 83 1 2 3 1 1049 1
2 84 2 2 20 1 5261 1
2 85 1 2 2 2 865 1
2 86 1 1 5 2 4271 1
2 87 2 1 15 1 3907 1
2 88 2 1 14 1 2776 1
2 89 2 2 20 2 5629 1
2 90 1 1 12 1 4075 1
2 91 1 1 4 1 3383 1
2 92 1 2 11 1 7117 1
2 93 1 1 8 2 2119 1
2 94 1 2 13 1 2131 1
2 95 2 2 3 2 2495 1
2 96 2 1 8 1 2124 1
2 97 1 2 9 1 2492 1
2 98 2 2 12 2 3201 1
2 99 2 2 7 1 5110 1
2 100 2 1 10 1 4621 1
2 101 1 1 2 1 1469 1
2 102 2 1 4 1 1474 1
2 103 2 1 5 2 1032 1
2 104 1 2 4 1 1378 1
2 105 1 1 20 1 6188 1
2 106 2 1 9 1 2129 1
2 107 1 2 9 2 2390 1
2 108 1 2 14 2 2715 1
2 109 2 2 5 2 6324 1
2 110 2 2 15 2 4320 1
2 111 1 1 19 2 5023 1
2 112 1 2 15 1 3627 1
2 113 1 1 18 2 4177 1
2 114 1 2 5 1 3202 1
2 115 2 2 16 1 5576 1
2 116 1 2 20 2 4127 1
2 117 2 1 16 2 3532 1
2 118 2 2 12 1 5299 1
2 119 2 2 11 2 8143 1
2 120 2 2 4 1 8795 1
2 121 2 2 9 1 10536 1
2 122 1 1 1 2 1653 1
2 123 1 1 6 2 2456 1
2 124 2 2 19 1 3616 1
2 125 1 2 8 1 5424 1
2 126 1 1 6 1 1991 1
2 127 2 1 1 2 2677 1
2 128 2 2 17 1 4698 1
2 129 2 2 5 1 10902 1
2 130 2 2 10 2 3198 1
2 131 1 1 20 2 5541 1
2 132 1 2 7 1 2876 1
2 133 1 2 1 2 2411 1
2 134 2 1 17 2 3190 1
2 135 2 2 2 2 6984 1
2 136 1 2 13 2 3628 1
2 137 1 2 19 1 3948 1
2 138 2 1 17 1 3859 1
2 139 1 2 17 2 2687 1
2 140 2 2 3 1 1669 1
2 141 2 1 20 2 2870 1
2 142 2 2 6 1 2780 1
2 143 1 2 11 2 2118 1
2 144 1 2 2 1 1610 1
2 145 2 2 13 1 2594 2
2 146 1 2 16 2 2834 1
2 147 1 1 9 2 6098 1
2 148 1 1 17 1 4415 1
2 149 2 2 14 1 3855 1
2 150 2 1 13 1 3380 1
2 151 2 2 18 2 4320 1
2 152 1 1 19 1 3249 1
2 153 2 2 7 2 6046 1
2 154 2 1 3 2 4970 1
2 155 2 2 16 2 4885 1
2 156 2 1 13 2 3647 1
2 157 2 2 19 2 4883 1
2 158 2 1 15 2 5949 1
2 159 2 2 2 1 1756 1
2 160 1 1 9 1 3114 1
2 161 2 1 7 1 2512 1
5 1 1 2 12 1 6284 1
5 2 1 2 2 1 1332 1
5 3 2 2 16 2 10393 1
5 4 1 2 13 2 1377 1
5 5 1 2 17 1 1387 1
5 6 1 1 8 2 4318 1
5 7 2 2 2 2 2181 1
5 8 2 1 2 2 2927 1
5 9 2 1 20 2 2298 1
5 10 1 1 9 2 6692 1
5 11 1 1 3 2 8524 1
5 12 2 1 8 1 1198 1
5 13 1 2 7 2 7587 1
5 14 1 1 5 2 4046 1
5 15 2 1 4 2 3159 1
5 16 2 2 20 2 2967 1
5 17 2 1 20 1 1433 1
5 18 2 1 8 2 6143 1
5 19 1 1 13 1 5309 1
5 20 1 1 9 1 1612 1
5 21 2 1 4 1 1366 1
5 22 2 2 10 1 4035 1
5 23 2 1 19 1 2925 1
5 24 1 1 7 1 2227 1
5 25 2 1 6 1 1563 1
5 26 2 2 7 1 1473 1
5 27 1 2 18 1 1891 1
5 28 1 2 10 2 2413 1
5 29 1 1 10 2 8247 1
5 30 1 1 11 1 1693 1
5 31 1 2 6 1 5999 1
5 32 2 1 10 2 2734 1
5 33 2 2 9 1 3670 1
5 34 2 2 1 2 10815 1
5 35 1 1 3 1 1568 1
5 36 1 2 1 1 3993 1
5 37 1 2 20 2 2030 1
5 38 2 1 1 2 3509 1
5 39 2 2 13 1 2684 1
5 40 2 1 5 2 1313 1
5 41 1 1 16 1 4083 1
5 42 1 2 20 1 1715 1
5 43 2 1 15 2 1990 1
5 44 2 2 17 1 1341 1
5 45 1 1 14 2 3060 1
5 46 2 2 14 1 1755 1
5 47 2 1 9 2 2408 1
5 48 2 1 1 1 2922 1
5 49 2 2 18 1 4035 1
5 50 2 2 5 2 10673 1
5 51 2 1 18 2 1756 1
5 52 1 1 19 2 1659 1
5 53 1 1 20 1 1707 1
5 54 1 2 9 2 2088 1
5 55 2 1 11 1 1945 1
5 56 2 2 3 1 3598 1
5 57 1 1 12 2 19548 1
5 58 1 1 4 1 13074 1
5 59 2 1 13 2 1238 1
5 60 1 2 5 1 1750 1
5 61 1 1 2 1 3476 1
5 62 2 1 15 1 6232 1
5 63 1 1 16 2 4318 1
5 64 2 1 9 1 1941 1
5 65 2 1 11 2 1621 1
5 66 1 2 3 1 1477 1
5 67 1 2 18 2 2344 1
5 68 1 2 12 2 3288 1
5 69 1 2 1 2 2530 1
5 70 2 1 2 1 1708 1
5 71 2 2 12 2 1984 1
5 72 2 2 11 1 3532 1
5 73 1 1 12 1 1660 1
5 74 1 2 14 2 4653 1
5 75 2 2 13 2 2457 1
5 76 1 2 6 2 13849 2
5 77 1 1 6 2 2645 1
5 78 2 1 14 2 2527 1
5 79 2 1 17 1 2882 1
5 80 2 2 9 2 3385 1
5 81 2 2 19 2 2176 1
5 82 2 2 17 2 1102 1
5 83 1 1 5 1 3623 1
5 84 1 2 8 2 6330 1
5 85 1 2 13 1 1709 1
5 86 2 2 6 1 2452 1
5 87 1 1 20 2 2174 1
5 88 1 1 10 1 6832 1
5 89 2 2 15 1 2173 1
5 90 1 1 13 2 6191 1
5 91 1 2 15 2 5773 1
5 92 2 1 16 2 1284 1
5 93 2 2 15 2 731 1
5 94 1 2 11 2 1987 1
5 95 2 2 20 1 2163 1
5 96 2 2 14 2 2365 1
5 97 2 1 17 2 5860 1
5 98 2 1 7 1 3056 1
5 99 1 2 2 2 2969 1
5 100 1 1 6 1 2313 1
5 101 1 1 11 2 5347 1
5 102 2 2 7 2 1426 1
5 103 1 1 2 2 4037 1
5 104 1 1 8 1 3908 1
5 105 2 1 12 2 6275 1
5 106 1 2 10 1 5819 1
5 107 1 2 14 1 6049 1
5 108 1 1 14 1 1710 1
5 109 2 2 2 1 3803 1
5 110 2 1 14 1 2309 1
5 111 2 1 19 2 3673 1
5 112 1 2 11 1 3015 1
5 113 2 2 19 1 2125 1
5 114 2 2 10 2 2228 1
5 115 1 1 1 1 4133 1
5 116 2 2 4 1 1284 1
5 117 2 2 3 2 3998 1
5 118 1 2 16 2 2206 1
5 119 2 1 16 1 3527 1
5 120 2 2 16 1 1649 1
5 121 2 1 18 1 766 1
5 122 1 1 15 1 2357 1
5 123 2 1 5 1 2785 1
5 124 1 1 17 1 7781 1
5 125 1 2 16 1 726 1
5 126 1 1 4 2 2363 1
5 127 2 1 13 1 1659 1
5 128 1 2 9 1 5998 1
5 129 2 1 3 1 3859 1
5 130 2 2 8 1 1724 1
5 131 1 2 19 2 3440 1
5 132 1 2 4 2 6750 1
5 133 1 2 8 1 1468 1
5 134 2 1 6 2 3243 1
5 135 1 1 15 2 14963 1
5 136 2 1 7 2 3346 1
5 137 2 2 6 2 3479 1
5 138 2 2 1 1 1983 1
5 139 2 1 3 2 1012 1
5 140 1 2 3 2 1106 1
5 141 2 2 8 2 1054 1
5 142 1 2 17 2 14084 1
5 143 2 2 18 2 2030 1
5 144 2 2 12 1 1660 1
5 145 1 2 15 1 3943 1
5 146 1 1 19 1 10539 1
5 147 1 2 19 1 1569 1
5 148 1 2 4 1 2928 1
5 149 1 2 5 2 2357 1
5 150 2 1 12 1 1335 1
5 151 2 2 4 2 4280 1
5 152 1 1 17 2 10062 1
5 153 2 2 11 2 1220 1
5 154 1 1 7 2 6290 1
5 155 1 2 12 1 7315 1
5 156 1 1 18 2 8177 1
5 157 1 2 7 1 8697 1
5 158 1 1 18 1 1732 1
5 159 1 1 1 2 15065 1
5 160 2 1 10 1 1340 1
5 161 2 2 5 1 1826 1
9 1 1 2 12 1 3855 1
9 2 2 2 2 1 1475 1
9 3 1 2 5 1 1334 1
9 4 2 1 13 1 1850 1
9 5 2 2 9 1 3246 1
9 6 2 2 19 2 3900 1
9 7 2 1 2 2 2832 2
9 8 1 1 3 1 1518 1
9 9 2 2 4 1 1615 1
9 10 2 1 4 1 1013 1
9 11 2 2 8 1 2962 1
9 12 2 1 19 1 3431 1
9 13 2 1 2 1 732 1
9 14 2 2 11 2 3243 1
9 15 2 1 17 1 2876 1
9 16 2 1 11 2 2038 1
9 17 2 2 10 2 2729 1
9 18 1 2 1 2 677 1
9 19 1 1 1 2 733 1
9 20 1 1 2 2 775 1
9 21 1 2 15 2 2552 1
9 22 1 1 8 2 1988 1
9 23 2 1 16 1 2646 1
9 24 1 2 5 2 1235 1
9 25 2 1 3 1 682 1
9 26 2 2 17 2 3291 1
9 27 2 1 7 1 1755 1
9 28 1 2 3 2 5672 2
9 29 1 2 2 1 1547 1
9 30 1 2 14 2 2777 1
9 31 2 2 16 2 2689 1
9 32 2 2 13 1 3107 1
9 33 2 2 17 1 3668 1
9 34 2 2 14 1 3246 1
9 35 1 2 2 2 540 1
9 36 2 1 6 2 2081 1
9 37 1 2 8 2 1711 1
9 38 1 1 4 1 1507 1
9 39 2 1 8 1 1802 1
9 40 2 2 20 1 3909 1
9 41 2 1 20 2 3529 1
9 42 1 1 3 2 1153 1
9 43 1 1 14 1 3655 1
9 44 1 1 15 1 3813 1
9 45 1 1 20 2 4279 1
9 46 1 1 10 1 6051 2
9 47 2 2 3 1 1835 1
9 48 1 2 7 1 1937 1
9 49 1 2 11 1 2545 1
9 50 2 2 5 1 1878 1
9 51 2 1 15 1 2788 1
9 52 2 1 19 2 3252 1
9 53 1 1 18 2 6423 2
9 54 2 2 12 2 3623 1
9 55 2 1 12 1 2274 1
9 56 1 1 19 1 4886 1
9 57 2 1 1 1 5763 2
9 58 2 1 1 2 913 1
9 59 2 2 16 1 3854 1
9 60 1 1 10 2 2059 1
9 61 1 1 5 1 1245 1
9 62 2 1 12 2 2461 1
9 63 1 1 7 2 5070 2
9 64 1 1 12 2 6262 1
9 65 1 1 14 2 16041 2
9 66 2 1 11 1 3480 1
9 67 2 1 5 1 1578 1
9 68 1 2 18 2 4042 1
9 69 2 2 10 1 2971 1
9 70 1 2 10 1 2545 1
9 71 1 2 16 2 2575 1
9 72 2 2 1 1 957 1
9 73 1 2 13 2 2642 1
9 74 1 2 15 1 2077 1
9 75 2 2 15 1 4184 1
9 76 2 2 13 2 3807 1
9 77 1 2 12 1 2125 1
9 78 2 1 8 2 1482 1
9 79 2 2 9 2 1377 1
9 80 2 1 14 1 2683 1
9 81 1 2 3 1 1154 1
9 82 1 2 9 1 6559 2
9 83 2 2 20 2 5311 1
9 84 1 1 17 2 5676 1
9 85 2 2 11 1 3440 1
9 86 1 2 9 2 13430 2
9 87 2 2 19 1 4838 1
9 88 1 1 1 1 968 1
9 89 1 2 12 2 2553 1
9 90 2 2 18 2 4233 1
9 91 2 2 5 2 1882 1
9 92 1 2 4 2 1105 1
9 93 1 1 16 2 6752 2
9 94 2 1 18 2 4646 1
9 95 1 2 6 1 2372 1
9 96 2 1 14 2 3907 1
9 97 1 1 12 1 6933 2
9 98 2 2 12 1 5861 1
9 99 1 1 6 2 2547 1
9 100 2 2 3 2 1562 1
9 101 2 2 7 1 3017 1
9 102 1 2 1 1 820 1
9 103 1 2 17 1 6231 1
9 104 2 2 7 2 2153 1
9 105 1 2 13 1 3523 1
9 106 1 1 7 1 2451 1
9 107 2 1 13 2 4230 1
9 108 1 2 11 2 3337 1
9 109 1 1 18 1 7195 1
9 110 1 2 7 2 2743 1
9 111 2 1 20 1 5311 1
9 112 1 2 16 1 5468 1
9 113 2 1 17 2 5169 1
9 114 2 1 7 2 2500 1
9 115 1 2 19 2 5205 1
9 116 2 1 10 2 2485 1
9 117 1 2 14 1 4792 1
9 118 2 2 14 2 4511 1
9 119 1 1 20 1 5773 1
9 120 1 1 4 2 1481 1
9 121 1 1 13 2 3810 1
9 122 2 2 4 2 7308 2
9 123 2 1 9 2 2908 1
9 124 1 1 15 2 4121 1
9 125 2 2 6 2 2452 1
9 126 1 1 8 1 2601 1
9 127 1 1 6 1 1754 1
9 128 1 2 20 2 3433 1
9 129 1 1 16 1 5582 1
9 130 2 2 15 2 5908 1
9 131 1 2 17 2 4327 1
9 132 2 2 2 2 9416 2
9 133 1 1 13 1 4505 1
9 134 1 1 11 2 3628 1
9 135 1 2 6 2 1851 1
9 136 2 1 10 1 2874 1
9 137 2 2 8 2 2170 1
9 138 1 2 4 1 1148 1
9 139 2 2 18 1 6382 1
9 140 1 1 17 1 5907 1
9 141 1 2 20 1 4141 1
9 142 1 1 2 1 1006 1
9 143 2 2 1 2 964 1
9 144 2 1 15 2 2684 1
9 145 1 1 19 2 7173 1
9 146 2 2 6 1 1849 1
9 147 2 1 6 1 1153 1
9 148 2 1 4 2 5338 2
9 149 2 1 9 1 1901 1
9 150 1 2 19 1 3483 1
9 151 2 1 16 2 3207 1
9 152 1 2 10 2 2070 1
9 153 1 1 9 1 2413 1
9 154 1 1 5 2 1235 1
9 155 1 2 18 1 5584 2
9 156 1 2 8 1 2269 1
9 157 2 1 18 1 4283 1
9 158 2 1 3 2 733 1
9 159 1 1 11 1 3717 1
9 160 1 1 9 2 2310 1
9 161 2 1 5 2 1002 1
15 1 1 2 12 1 3810 1
15 2 2 2 19 2 5958 1
15 3 2 2 7 2 1888 1
15 4 1 1 20 2 7592 1
15 5 1 1 5 1 1566 1
15 6 2 1 5 2 915 1
15 7 1 1 8 1 2555 1
15 8 1 2 5 1 1010 1
15 9 2 2 8 2 1617 1
15 10 1 1 4 2 1292 1
15 11 2 2 17 2 2218 1
15 12 2 2 6 2 987 1
15 13 1 1 16 1 4028 1
15 14 1 1 16 2 3616 1
15 15 1 1 19 1 4179 1
15 16 2 2 9 1 1654 1
15 17 1 2 4 2 1198 1
15 18 2 1 13 1 1380 1
15 19 1 1 11 1 2690 1
15 20 1 1 18 2 2648 1
15 21 2 2 15 2 3430 1
15 22 1 2 12 2 3209 1
15 23 2 1 8 1 2269 1
15 24 2 1 9 1 2499 1
15 25 2 1 20 2 3370 1
15 26 1 1 10 2 2182 1
15 27 2 1 13 2 3108 1
15 28 2 1 2 2 708 1
15 29 1 1 15 2 3851 1
15 30 1 1 2 2 1145 1
15 31 1 2 10 2 1481 1
15 32 1 2 2 1 1524 2
15 33 1 2 17 2 2354 1
15 34 2 2 8 1 1262 1
15 35 2 2 19 1 3056 1
15 36 1 1 6 1 1330 1
15 37 1 1 12 2 3569 1
15 38 1 2 9 2 1612 1
15 39 1 1 5 2 1740 1
15 40 1 2 15 2 2829 1
15 41 2 2 3 1 725 1
15 42 2 2 16 1 3290 1
15 43 2 2 5 2 959 1
15 44 2 1 14 2 2685 1
15 45 1 1 9 1 1994 1
15 46 2 2 16 2 3294 1
15 47 2 2 3 2 1985 1
15 48 1 2 14 1 3299 1
15 49 2 2 9 2 2171 1
15 50 2 1 10 2 2081 1
15 51 2 1 16 1 2556 1
15 52 1 2 13 1 3806 2
15 53 1 1 9 2 2404 1
15 54 1 1 3 1 1238 1
15 55 1 1 2 1 944 1
15 56 2 2 1 1 770 1
15 57 2 2 2 1 732 1
15 58 1 2 4 1 1192 1
15 59 1 1 15 1 12121 2
15 60 1 1 12 1 2923 1
15 61 1 1 18 1 3113 1
15 62 1 2 6 2 1199 1
15 63 1 2 3 2 588 1
15 64 2 2 6 1 1755 1
15 65 2 2 4 1 1293 1
15 66 1 1 7 2 2591 1
15 67 2 1 15 1 1688 1
15 68 2 2 20 1 2874 1
15 69 2 1 1 1 963 1
15 70 2 1 19 2 3059 1
15 71 2 1 8 2 1655 1
15 72 1 2 11 2 1655 1
15 73 1 1 17 1 12074 2
15 74 1 2 6 1 1750 1
15 75 2 1 4 1 1075 1
15 76 2 2 14 2 2178 1
15 77 2 1 6 2 869 1
15 78 2 2 10 1 1759 1
15 79 2 2 13 2 3487 1
15 80 2 1 1 2 959 1
15 81 1 2 17 1 2786 1
15 82 1 2 8 1 1340 1
15 83 1 1 7 1 2311 1
15 84 2 1 17 2 2452 1
15 85 2 1 16 2 2296 1
15 86 1 1 17 2 4643 1
15 87 2 1 11 2 3110 1
15 88 1 2 18 2 2824 1
15 89 1 2 1 1 677 1
15 90 2 2 10 2 1902 1
15 91 1 2 5 2 1336 1
15 92 1 2 9 1 1377 1
15 93 2 1 2 1 776 1
15 94 2 1 20 1 3536 1
15 95 1 2 19 1 2217 1
15 96 1 1 10 1 3295 1
15 97 1 1 20 1 4184 1
15 98 2 1 10 1 1570 1
15 99 1 2 7 2 2173 1
15 100 1 1 14 1 4282 1
15 101 2 1 7 1 1050 1
15 102 1 1 19 2 4133 1
15 103 1 2 18 1 3160 1
15 104 1 1 6 2 1329 1
15 105 2 1 5 1 819 1
15 106 2 2 12 2 2501 1
15 107 2 1 17 1 3060 1
15 108 2 2 13 1 2507 1
15 109 1 1 8 2 1194 1
15 110 1 1 1 1 1380 1
15 111 2 1 18 2 2598 1
15 112 1 2 3 1 713 1
15 113 1 2 13 2 2060 1
15 114 2 1 18 1 1754 1
15 115 2 1 3 2 638 1
15 116 1 2 16 1 3159 1
15 117 1 2 1 2 638 1
15 118 1 2 7 1 1281 1
15 119 2 2 11 2 1293 1
15 120 1 2 15 1 4749 2
15 121 2 1 4 2 726 1
15 122 2 2 4 2 730 1
15 123 1 1 14 2 2219 1
15 124 1 2 8 2 1200 1
15 125 1 1 3 2 640 1
15 126 2 1 15 2 1574 1
15 127 2 2 1 2 869 1
15 128 2 2 18 1 2087 1
15 129 2 1 7 2 828 1
15 130 2 2 20 2 2087 1
15 131 1 2 2 2 536 1
15 132 1 2 16 2 2356 1
15 133 2 1 12 2 1622 1
15 134 1 2 11 1 1379 1
15 135 2 1 9 2 1062 1
15 136 1 2 14 2 1874 1
15 137 1 1 11 2 1710 1
15 138 2 2 11 1 1610 1
15 139 2 1 19 1 1800 1
15 140 1 2 19 2 2269 1
15 141 2 2 15 1 1988 1
15 142 2 2 14 1 1827 1
15 143 1 1 4 1 1057 1
15 144 2 2 12 1 1897 1
15 145 2 2 17 1 1854 1
15 146 2 1 6 1 1062 1
15 147 2 1 12 1 1431 1
15 148 2 2 7 1 1050 1
15 149 2 2 2 2 1103 1
15 150 2 2 5 1 909 1
15 151 2 1 3 1 962 1
15 152 1 2 10 1 1571 1
15 153 1 1 13 2 2225 1
15 154 1 2 20 2 2226 1
15 155 1 2 20 1 2673 1
15 156 1 2 12 1 1762 1
15 157 1 1 1 2 584 1
15 158 2 2 18 2 2124 1
15 159 2 1 14 1 1714 1
15 160 2 1 11 1 1847 1
15 161 1 1 13 1 2264 1
15 1 1 2 12 1 2453 1
15 2 1 2 3 1 957 1
15 3 2 1 10 1 3483 1
15 4 2 2 6 2 4129 1
15 5 1 2 10 1 3019 1
15 6 2 1 20 1 3697 1
15 7 1 2 13 1 3643 1
15 8 2 1 7 1 3021 1
15 9 1 1 16 1 5580 1
15 10 2 1 15 1 3907 1
15 11 1 1 17 1 6101 1
15 12 2 2 13 2 5516 1
15 13 2 1 17 1 2881 1
15 14 1 2 18 1 3432 1
15 15 2 2 4 2 4645 1
15 16 1 1 2 1 1936 1
15 17 2 1 16 2 5070 1
15 18 2 2 10 1 5310 1
15 19 1 1 1 1 2131 1
15 20 1 2 6 2 2314 1
15 21 2 1 18 2 3859 1
15 22 2 2 13 1 5543 1
15 23 2 2 2 1 1283 1
15 24 2 1 3 1 1897 1
15 25 1 1 4 1 2641 1
15 26 2 2 2 2 1659 1
15 27 1 2 7 2 2174 1
15 28 1 1 19 1 5444 1
15 29 1 1 20 2 4656 1
15 30 2 1 4 2 1711 1
15 31 1 1 7 2 2924 1
15 32 1 1 9 2 6474 1
