SUBJECT TRIAL TARGET CONTEXT ROW REP FOUNDRT OKSE
6 6 1 1 16 1 14574 2
6 7 1 2 12 1 9770 1
6 8 2 2 3 2 1963 1
6 9 1 1 12 2 8354 1
6 10 2 2 3 1 2429 1
6 11 1 1 15 1 8505 1
6 12 1 2 12 2 8880 1
6 13 1 2 6 1 3835 1
6 14 2 1 3 2 1020 1
6 15 2 2 10 1 5254 1
6 16 1 2 18 2 14824 1
6 17 2 2 11 2 9903 1
6 18 1 2 11 1 5106 1
6 19 1 2 13 2 8594 1
6 20 1 1 6 2 3977 1
6 21 1 2 17 1 12169 1
6 22 2 1 12 1 7746 1
6 23 2 1 9 2 7177 1
6 24 1 1 18 1 12585 1
6 25 2 1 4 2 2891 1
6 26 1 2 20 1 18611 1
6 27 2 1 8 2 5956 1
6 28 1 1 10 1 8492 2
6 29 2 2 9 2 6952 1
6 30 1 1 14 1 9162 1
6 31 2 2 5 1 3327 1
6 32 1 2 16 2 12829 1
6 33 2 1 3 1 2280 2
6 34 1 2 10 2 5676 1
6 35 1 1 7 1 2334 1
6 36 1 2 7 1 7041 1
6 37 1 2 4 2 3136 1
6 38 2 2 12 2 6986 1
6 39 1 1 20 2 12594 1
6 40 2 2 19 2 14282 1
6 41 2 2 8 1 5388 1
6 42 1 1 3 1 3513 1
6 43 1 2 7 2 5490 1
6 44 1 1 12 1 8024 1
6 45 2 2 7 1 4454 1
6 46 2 2 13 1 8997 1
6 47 2 1 10 1 6387 1
6 48 1 1 19 2 14659 1
6 49 1 1 9 1 6187 1
6 50 2 2 16 2 10812 1
6 51 2 2 15 2 10705 1
6 52 1 2 9 1 7649 2
6 53 1 1 2 1 2473 2
6 54 2 1 18 1 10011 1
6 55 1 2 15 1 9297 1
6 56 2 1 19 2 13258 1
6 57 1 1 7 2 5210 1
6 58 1 1 16 2 12448 1
6 59 2 1 13 1 9567 1
6 60 2 2 9 1 6571 1
6 61 2 2 7 2 4775 1
6 62 1 2 11 2 7459 1
6 63 1 1 18 2 13854 1
6 64 2 1 2 1 1538 1
6 65 2 1 11 2 8340 1
6 66 2 1 5 2 3698 1
6 67 2 1 2 2 1296 1
6 68 1 1 1 2 1185 2
6 69 1 2 14 2 8731 1
6 70 1 2 1 2 2423 2
6 71 1 2 5 1 3460 1
6 72 2 1 18 2 11227 1
6 73 2 2 18 1 12446 1
6 74 2 2 18 2 9396 2
6 75 2 1 1 1 1064 1
6 76 1 1 14 2 8600 2
6 77 2 2 13 2 4828 2
6 78 1 1 8 2 4163 1
6 79 1 1 4 2 4223 1
6 80 2 2 1 1 917 1
6 81 2 2 6 1 3463 1
6 82 2 2 1 2 813 1
6 83 1 2 8 2 4223 1
6 84 2 1 13 2 8271 1
6 85 2 1 9 1 3930 1
6 86 2 1 15 1 8643 1
6 87 1 2 16 1 9814 1
6 88 1 1 5 1 3226 2
6 89 2 1 19 1 2575 2
6 90 2 1 5 1 2483 1
6 91 2 2 17 2 9672 1
6 92 1 2 1 1 1831 1
6 93 1 1 10 2 6140 1
6 94 2 2 16 1 12308 1
6 95 2 1 4 1 3224 1
6 96 1 1 15 2 10855 1
6 97 1 2 13 1 7589 1
6 98 2 1 17 1 11983 1
6 99 1 2 15 2 11319 1
6 100 1 1 3 2 1727 1
6 101 2 2 5 2 2847 1
6 102 2 2 11 1 8305 1
6 103 1 1 11 1 8268 1
6 104 1 2 4 1 2308 1
6 105 2 2 19 1 12359 1
6 106 1 1 2 2 2174 1
6 107 1 2 10 1 5069 1
6 108 1 1 11 2 5823 1
6 109 2 1 16 1 12739 1
6 110 1 2 19 1 13983 1
6 111 2 2 14 2 10128 1
6 112 1 1 17 1 10287 1
6 113 2 2 6 2 3368 1
6 114 1 2 9 2 5259 1
6 115 1 1 9 2 6479 1
6 116 2 1 14 2 10808 1
6 117 2 1 14 1 9343 1
6 118 1 2 2 2 1020 1
6 119 2 2 4 2 2235 1
6 120 2 2 20 1 14854 1
6 121 2 2 14 1 9067 1
6 122 2 1 12 2 7047 1
6 123 2 1 20 2 11703 1
6 124 1 1 13 1 7489 1
6 125 2 2 17 1 9870 1
6 126 2 2 12 1 7095 1
6 127 1 1 19 1 12435 1
6 128 2 1 1 2 1248 1
6 129 1 1 13 2 6711 1
6 130 2 1 16 2 9728 1
6 131 2 1 17 2 9157 1
6 132 1 2 19 2 12921 1
6 133 2 1 6 1 4411 1
6 134 2 1 8 1 5541 1
6 135 2 2 10 2 8974 1
6 136 2 2 8 2 6940 1
6 137 1 2 8 1 5300 1
6 138 1 2 3 1 1623 1
6 139 1 2 5 2 2922 1
6 140 1 1 5 2 3136 1
6 141 2 1 15 2 10566 1
6 142 1 1 17 2 10013 1
6 143 2 1 7 1 5343 1
6 144 2 2 20 2 14476 1
6 145 2 2 15 1 11933 1
6 146 2 2 2 2 1104 1
6 147 2 2 2 1 919 1
6 148 1 1 4 1 2738 1
6 149 1 2 6 2 3487 1
6 150 2 1 6 2 3932 1
6 151 2 2 4 1 2381 1
6 152 2 1 10 2 6714 1
6 153 1 2 20 2 14710 1
6 154 2 1 11 1 7231 1
6 155 1 2 17 2 12872 1
6 156 1 1 6 1 3559 1
6 157 1 1 1 1 1300 1
6 158 1 2 2 1 1818 1
6 159 2 1 7 2 4486 1
6 160 1 2 18 1 9956 1
6 161 1 2 14 1 8122 1
10 1 1 2 12 1 6007 1
10 2 2 2 17 1 7180 1
10 3 1 2 11 1 2613 1
10 4 2 1 1 1 5441 1
10 5 2 2 18 2 5397 1
10 6 1 1 14 1 7464 1
10 7 1 2 19 2 3510 1
10 8 2 2 2 1 2452 1
10 9 1 2 7 2 3601 1
10 10 2 1 5 1 4316 1
10 11 1 2 19 1 5632 1
10 12 1 2 1 2 1488 1
10 13 1 2 6 1 2516 1
10 14 2 2 6 1 3846 1
10 15 2 1 20 2 7143 1
10 16 2 2 13 1 3468 1
10 17 1 2 4 1 1775 1
10 18 1 1 9 1 5209 1
10 19 2 1 9 2 4976 1
10 20 2 1 2 1 1914 1
10 21 1 1 6 1 10718 2
10 22 2 1 18 2 4078 1
10 23 2 2 9 2 3133 1
10 24 2 2 14 1 4528 1
10 25 1 2 1 1 972 1
10 26 2 2 15 2 4070 1
10 27 2 2 12 2 2993 1
10 28 2 1 14 2 5583 1
10 29 1 1 18 2 4685 1
10 30 1 1 11 1 8881 1
10 31 1 1 1 1 1811 1
10 32 2 2 15 1 4737 1
10 33 2 1 3 1 1487 1
10 34 1 1 18 1 8169 1
10 35 2 1 9 1 1909 1
10 36 2 1 10 2 2244 1
10 37 2 1 19 1 3325 1
10 38 1 2 17 1 3375 1
10 39 1 2 8 1 3706 1
10 40 1 1 11 2 5201 1
10 41 2 2 3 1 1702 1
10 42 1 2 12 1 1918 1
10 43 1 1 4 1 5206 1
10 44 1 2 15 2 10156 1
10 45 2 1 1 2 6188 1
10 46 1 1 2 2 2102 1
10 47 1 2 13 2 5959 1
10 48 1 2 4 2 1520 1
10 49 1 1 16 2 9062 1
10 50 2 2 5 1 5107 1
10 51 1 1 8 1 2308 1
10 52 1 1 8 2 2288 1
10 53 2 1 15 1 2751 1
10 54 2 2 16 1 2999 1
10 55 2 2 6 2 1115 1
10 56 1 1 13 1 7608 1
10 57 1 1 2 1 1583 1
10 58 1 1 13 2 9874 1
10 59 2 2 8 1 1490 1
10 60 1 2 3 2 1399 1
10 61 1 1 16 1 3648 1
10 62 1 1 12 2 2712 1
10 63 2 1 16 1 3179 1
10 64 1 1 14 2 4258 1
10 65 2 2 12 1 2384 1
10 66 1 1 19 1 9214 1
10 67 2 1 12 1 1891 1
10 68 2 1 20 1 6859 1
10 69 1 1 10 2 2903 1
10 70 1 1 1 2 7650 1
10 71 2 1 13 1 1935 1
10 72 2 1 18 1 3601 1
10 73 2 2 18 1 4592 1
10 74 1 2 18 1 3745 1
10 75 1 2 16 1 4272 1
10 76 2 2 1 1 1070 1
10 77 1 1 20 1 6802 1
10 78 2 1 15 2 2559 1
10 79 1 1 6 2 3419 1
10 80 2 1 3 2 1676 1
10 81 1 1 17 1 6180 1
10 82 2 2 4 1 8262 1
10 83 2 1 8 2 2105 1
10 84 2 2 20 1 4690 1
10 85 2 1 16 2 6101 1
10 86 2 1 17 2 2660 1
10 87 1 1 7 1 3652 1
10 88 2 2 20 2 3929 1
10 89 1 1 3 1 2752 1
10 90 1 1 3 2 6057 1
10 91 1 1 15 2 4031 1
10 92 2 2 9 1 2385 1
10 93 1 2 5 2 1386 1
10 94 1 1 15 1 4126 1
10 95 2 2 3 2 1439 1
10 96 2 2 4 2 1529 1
10 97 1 2 2 1 7566 1
10 98 2 2 1 2 1012 1
10 99 1 2 5 1 1774 1
10 100 2 1 8 1 1816 1
10 101 1 1 9 2 2947 1
10 102 2 1 7 1 4411 1
10 103 2 2 19 2 5069 1
10 104 2 1 14 1 3466 1
10 105 1 2 18 2 2621 1
10 106 1 2 20 1 4404 1
10 107 2 1 11 1 1579 1
10 108 1 1 5 2 2004 1
10 109 1 2 11 2 1765 1
10 110 2 1 12 2 2199 1
10 111 1 2 16 2 2359 1
10 112 1 1 20 2 3278 1
10 113 1 2 9 2 5114 1
10 114 1 1 4 2 6476 1
10 115 2 1 6 2 1839 1
10 116 1 1 17 2 5229 1
10 117 1 2 3 1 6433 1
10 118 2 2 19 1 5289 1
10 119 2 1 7 2 1868 1
10 120 2 1 6 1 1742 1
10 121 2 1 17 1 4729 1
10 122 1 2 13 1 2570 1
10 123 2 2 14 2 2563 1
10 124 1 1 7 2 2186 1
10 125 1 2 14 1 7022 1
10 126 1 2 9 1 2388 1
10 127 1 2 17 2 2409 1
10 128 2 2 8 2 2705 1
10 129 2 1 13 2 2952 1
10 130 2 2 17 2 4215 1
10 131 1 2 10 2 2432 1
10 132 1 2 20 2 4365 1
10 133 2 2 13 2 3421 1
10 134 2 1 4 2 1908 1
10 135 2 2 10 2 2430 1
10 136 1 1 5 1 4781 1
10 137 1 2 15 1 4457 1
10 138 2 2 5 2 1527 1
10 139 1 1 12 1 6953 1
10 140 2 2 16 2 3422 1
10 141 2 2 11 2 2333 1
10 142 2 2 7 2 1910 1
10 143 1 2 8 2 5482 1
10 144 2 2 11 1 2084 1
10 145 1 1 19 2 4172 1
10 146 2 1 5 2 2245 1
10 147 1 2 10 1 1676 1
10 148 2 1 4 1 919 1
10 149 2 2 7 1 2100 1
10 150 2 1 10 1 1438 1
10 151 1 2 2 2 2764 1
10 152 1 1 10 1 4081 1
10 153 1 2 14 2 5721 1
10 154 2 1 19 2 2902 1
10 155 2 2 2 2 1721 1
10 156 2 1 2 2 1276 1
10 157 1 2 12 2 2383 1
10 158 1 2 7 1 4166 1
10 159 1 2 6 2 6601 1
10 160 2 2 10 1 3130 1
10 161 2 1 11 2 1853 1
SUBJECT(1:14); TRIAL(1:162); TARGET(0:1000); CONTEXT(0:1000); ROW(0:1000); REP(0:1000); FOUNDRT(0:32767); OKSE(0:1000)
1 1 1 2 12 1 5943 1
1 2 2 1 5 1 2335 1
1 3 1 2 3 2 3834 2
1 4 1 2 19 2 9938 1
1 5 1 1 3 1 3637 1
1 6 2 1 6 1 3314 1
1 7 2 2 10 2 5527 1
1 8 1 1 5 1 3603 1
1 9 2 1 12 2 4915 1
1 10 1 2 16 2 11013 2
1 11 1 1 7 1 4587 1
1 12 2 2 19 2 10432 1
1 13 1 2 15 1 6184 1
1 14 1 2 2 2 1995 1
1 15 2 2 1 1 1207 1
1 16 2 2 16 1 7028 1
1 17 2 1 8 1 2991 1
1 18 2 1 10 1 4021 1
1 19 1 2 20 2 6745 1
1 20 2 2 18 1 8698 1
1 21 2 2 17 2 7775 1
1 22 1 1 7 2 3686 1
1 23 2 1 11 2 4418 1
1 24 2 1 12 1 4156 1
1 25 2 2 5 2 2703 1
1 26 1 2 8 1 3078 1
1 27 1 1 2 1 2279 1
1 28 2 1 15 2 5143 1
1 29 2 1 7 2 2661 1
1 30 1 1 5 2 3463 1
1 31 1 1 3 2 2042 1
1 32 1 2 20 1 6173 1
1 33 2 2 4 1 2329 1
1 34 1 1 17 2 9792 1
1 35 1 1 20 1 7913 1
1 36 2 1 16 1 5005 1
1 37 2 1 2 1 1387 1
1 38 1 2 7 2 2263 1
1 39 1 1 13 1 5284 1
1 40 2 1 4 2 1722 1
1 41 2 2 9 1 3687 1
1 42 2 1 3 1 1620 1
1 43 2 2 8 2 11161 1
1 44 1 2 14 1 4965 1
1 45 1 2 18 1 6118 1
1 46 2 1 9 2 2613 1
1 47 1 2 4 1 1484 1
1 48 2 1 20 2 4447 1
1 49 2 1 19 2 5854 1
1 50 2 2 2 1 7027 2
1 51 1 1 14 1 8458 1
1 52 1 2 19 1 6320 1
1 53 1 2 13 1 4864 1
1 54 1 2 2 1 1667 1
1 55 1 1 18 2 8367 1
1 56 1 2 6 2 2998 1
1 57 2 1 14 1 4727 1
1 58 1 2 13 2 4024 1
1 59 1 2 11 1 2792 1
1 60 2 1 13 1 3529 1
1 61 2 1 19 1 4912 1
1 62 1 1 6 1 2612 1
1 63 1 1 1 2 1068 1
1 64 2 2 6 2 2218 1
1 65 1 2 18 2 4391 1
1 66 1 1 9 2 2992 1
1 67 1 2 6 1 1534 1
1 68 1 1 11 1 3974 1
1 69 1 1 12 1 4444 1
1 70 2 2 13 1 4772 1
1 71 1 1 14 2 4730 1
1 72 2 2 3 1 1670 1
1 73 1 1 4 2 1573 1
1 74 2 2 9 2 2797 1
1 75 1 2 9 1 2847 1
1 76 2 2 1 2 1015 1
1 77 1 2 3 1 1338 1
1 78 1 1 9 1 3791 1
1 79 1 2 12 1 3272 1
1 80 2 1 8 2 2417 1
1 81 1 1 15 1 5611 1
1 82 2 1 9 1 2516 1
1 83 1 1 11 2 3601 1
1 84 1 1 8 2 2376 1
1 85 1 2 8 2 2706 1
1 86 2 2 11 1 4424 1
1 87 2 2 3 2 1865 1
1 88 2 1 3 2 1138 1
1 89 1 2 4 2 1485 1
1 90 1 2 14 2 4495 1
1 91 1 1 19 2 6392 1
1 92 1 2 1 2 1067 1
1 93 1 2 7 1 2374 1
1 94 1 2 5 2 1537 1
1 95 2 1 5 2 1348 1
1 96 2 2 18 2 5519 1
1 97 1 2 15 2 4721 1
1 98 2 1 6 2 1806 1
1 99 2 2 2 2 1201 1
1 100 1 1 16 2 5855 1
1 101 1 2 10 1 3414 1
1 102 2 2 7 1 3931 1
1 103 2 2 12 2 4249 1
1 104 1 2 1 1 919 1
1 105 2 2 15 1 5335 1
1 106 2 2 8 1 2983 1
1 107 1 1 15 2 5131 1
1 108 2 1 15 1 4017 1
1 109 1 1 4 1 2276 1
1 110 2 2 10 1 3644 1
1 111 1 2 5 1 1865 1
1 112 1 1 6 2 2991 1
1 113 1 1 12 2 4260 1
1 114 1 1 13 2 4539 1
1 115 1 2 11 2 2917 1
1 116 2 1 2 2 731 1
1 117 1 1 1 1 951 1
1 118 1 2 17 2 4576 1
1 119 2 1 13 2 3273 1
1 120 2 2 5 1 2052 1
1 121 2 1 1 2 1011 1
1 122 1 1 8 1 2371 1
1 123 2 1 17 1 4446 1
1 124 2 2 20 2 4916 1
1 125 2 2 12 1 4110 1
1 126 2 1 16 2 3551 1
1 127 2 2 13 2 4439 1
1 128 1 2 17 1 3827 1
1 129 1 1 10 1 3408 1
1 130 2 2 20 1 5901 1
1 131 2 1 4 1 1292 1
1 132 2 1 18 1 4259 1
1 133 2 2 17 1 5847 1
1 134 2 2 7 2 2510 1
1 135 2 1 20 1 4491 1
1 136 1 2 9 2 3126 1
1 137 1 1 2 2 1018 1
1 138 1 1 17 1 5098 1
1 139 2 1 18 2 3552 1
1 140 1 1 16 1 4346 1
1 141 2 2 19 1 5754 1
1 142 2 2 4 2 1486 1
1 143 2 2 14 2 4768 1
1 144 1 2 16 1 4060 1
1 145 1 1 20 2 4769 1
1 146 2 1 10 2 2329 1
1 147 1 1 19 1 3873 1
1 148 2 2 16 2 4440 1
1 149 2 1 7 1 1791 1
1 150 2 1 11 1 2849 1
1 151 1 1 18 1 5009 1
1 152 2 1 1 1 925 1
1 153 2 2 14 1 4956 1
1 154 2 1 14 2 3556 1
1 155 1 1 10 2 3835 1
1 156 1 2 12 2 4120 1
1 157 2 2 15 2 5712 1
1 158 2 2 11 2 2946 1
1 159 2 2 6 1 1955 1
1 160 2 1 17 2 3639 1
1 161 1 2 10 2 2712 1
7 1 1 2 12 1 7780 1
7 2 2 1 18 2 6280 1
7 3 1 1 18 1 8722 1
7 4 1 1 3 1 1767 1
7 5 2 2 7 1 2542 1
7 6 2 2 2 2 10730 2
7 7 1 1 1 1 1161 1
7 8 2 2 5 1 2379 1
7 9 1 1 14 1 6514 1
7 10 1 2 10 2 3365 1
7 11 1 2 5 1 1388 1
7 12 1 2 20 2 6783 1
7 13 2 1 13 1 3228 1
7 14 2 1 4 2 878 1
7 15 2 1 9 1 1297 1
7 16 2 2 16 1 4947 1
7 17 1 2 10 1 2420 1
7 18 1 2 19 2 3834 1
7 19 1 1 20 1 20030 2
7 20 2 1 20 1 4019 1
7 21 2 2 15 2 5380 1
7 22 2 2 3 2 1488 1
7 23 2 2 17 1 3545 1
7 24 1 2 18 2 4250 1
7 25 2 1 6 2 1484 1
7 26 1 1 5 1 2189 1
7 27 2 1 20 2 2776 1
7 28 2 2 9 1 2233 1
7 29 1 2 14 1 2431 1
7 30 2 2 13 1 3498 1
7 31 2 1 9 2 1576 1
7 32 1 2 5 2 1108 1
7 33 1 1 2 1 1460 1
7 34 1 2 7 1 2070 1
7 35 2 1 2 2 1152 1
7 36 1 1 16 2 7732 2
7 37 1 1 19 1 13041 2
7 38 2 2 2 1 639 1
7 39 2 1 4 1 963 1
7 40 2 2 18 1 5198 1
7 41 1 2 1 1 729 1
7 42 2 1 10 1 2426 1
7 43 2 1 16 2 2232 1
7 44 1 2 3 1 960 1
7 45 1 1 13 1 7876 1
7 46 1 1 7 2 2992 1
7 47 1 1 9 2 3274 1
7 48 1 2 9 1 1664 1
7 49 1 1 13 2 6273 1
7 50 2 2 17 2 7774 1
7 51 1 2 16 2 2705 1
7 52 1 2 12 1 1157 1
7 53 1 2 1 2 774 1
7 54 2 2 4 2 874 1
7 55 2 2 12 1 3552 1
7 56 2 2 19 2 6044 2
7 57 1 2 13 2 3741 1
7 58 1 2 2 1 678 1
7 59 2 1 3 2 774 1
7 60 2 2 13 2 5805 1
7 61 1 1 11 1 5427 1
7 62 1 1 15 1 5287 1
7 63 1 2 17 2 6458 1
7 64 1 1 18 2 10087 2
7 65 1 2 19 1 6514 1
7 66 1 1 10 2 6369 1
7 67 2 1 17 2 2843 1
7 68 2 2 18 2 6885 1
7 69 2 1 5 1 2190 1
7 70 2 2 6 2 1392 1
7 71 2 1 11 1 1746 1
7 72 2 2 14 1 6793 1
7 73 2 2 12 2 4486 1
7 74 2 2 9 2 3969 1
7 75 2 2 10 1 4026 1
7 76 1 2 12 2 2758 1
7 77 1 2 16 1 4162 1
7 78 2 1 17 1 2135 1
7 79 2 1 2 1 645 1
7 80 1 2 4 2 726 1
7 81 1 2 7 2 824 1
7 82 1 2 2 2 858 1
7 83 2 2 7 2 969 1
7 84 2 1 11 2 1389 1
7 85 2 1 15 1 2309 1
7 86 1 1 12 1 4771 1
7 87 1 2 8 1 2288 1
7 88 1 2 8 2 1715 1
7 89 1 1 1 2 828 1
7 90 1 2 6 2 1148 1
7 91 2 2 1 2 626 1
7 92 1 1 8 2 1956 1
7 93 1 1 17 2 4204 1
7 94 2 1 12 2 2379 1
7 95 2 1 5 2 1295 1
7 96 1 1 19 2 6742 1
7 97 2 1 19 2 5155 1
7 98 2 2 6 1 1865 1
7 99 1 2 14 2 3267 1
7 100 2 1 7 2 1291 1
7 101 1 1 8 1 3880 1
7 102 1 2 13 1 3084 1
7 103 1 1 2 2 971 1
7 104 1 2 11 1 2191 1
7 105 2 2 20 1 6978 1
7 106 1 2 6 1 1583 1
7 107 2 1 18 1 2334 1
7 108 1 1 10 1 3646 1
7 109 1 1 5 2 2747 1
7 110 1 1 20 2 6507 1
7 111 2 1 8 2 1336 1
7 112 1 1 3 2 1105 1
7 113 1 2 15 2 3275 1
7 114 2 1 6 1 823 1
7 115 1 2 15 1 4393 1
7 116 1 1 4 1 1178 1
7 117 1 2 18 1 4775 1
7 118 1 1 9 1 3318 1
7 119 2 2 19 1 5717 1
7 120 1 1 4 2 1300 1
7 121 1 2 9 2 2570 1
7 122 2 2 5 2 1760 1
7 123 2 2 11 1 3291 1
7 124 2 2 16 2 4443 1
7 125 1 2 4 1 962 1
7 126 1 2 17 1 2755 1
7 127 2 2 4 1 11257 2
7 128 2 2 14 2 4873 1
7 129 1 1 16 1 7116 1
7 130 1 2 11 2 5940 2
7 131 2 1 10 2 2276 1
7 132 2 1 7 1 1392 1
7 133 2 1 3 1 964 1
7 134 2 1 13 2 3437 1
7 135 2 2 11 2 3695 1
7 136 1 1 6 1 2186 1
7 137 2 2 8 1 3203 1
7 138 1 1 6 2 2805 1
7 139 1 1 12 2 3651 1
7 140 2 1 15 2 4072 1
7 141 2 2 10 2 3974 1
7 142 2 1 16 1 3311 1
7 143 2 2 20 2 6563 1
7 144 2 1 1 2 682 1
7 145 2 1 8 1 1481 1
7 146 1 2 3 2 737 1
7 147 1 1 11 2 4627 1
7 148 2 1 19 1 4155 1
7 149 2 2 15 1 7960 2
7 150 1 1 17 1 7029 1
7 151 2 1 14 2 2511 1
7 152 2 1 12 1 2572 1
7 153 1 1 14 2 5141 1
7 154 2 2 3 1 1771 1
7 155 2 2 8 2 2704 1
7 156 2 2 1 1 587 1
7 157 2 1 1 1 592 1
7 158 1 1 15 2 5859 1
7 159 2 1 14 1 2098 1
7 160 1 2 20 1 3644 1
7 161 1 1 7 1 2287 1
12 1 1 2 12 1 4067 1
12 2 1 2 3 1 1104 1
12 3 2 1 20 2 4110 1
12 4 2 2 16 1 18347 1
12 5 2 1 15 2 5147 1
12 6 1 1 13 2 10454 1
12 7 2 1 11 2 3594 1
12 8 1 2 6 1 9745 1
12 9 2 1 7 2 4771 1
12 10 1 1 10 2 4445 1
12 11 1 2 19 2 3974 1
12 12 1 1 17 1 6140 1
12 13 1 1 16 1 11687 1
12 14 1 2 13 2 3549 1
12 15 2 2 9 2 7635 1
12 16 1 1 14 1 8815 1
12 17 2 2 1 2 2593 1
12 18 1 2 9 1 4209 1
12 19 2 2 11 2 4827 1
12 20 2 1 3 2 1531 1
12 21 2 1 2 2 1735 1
12 22 2 2 13 1 7592 1
12 23 1 2 4 1 1720 1
12 24 2 1 18 2 9800 1
12 25 1 1 11 1 6835 1
12 26 2 2 3 2 3406 1
12 27 2 1 8 2 8961 1
12 28 1 1 19 1 8356 1
12 29 1 2 10 2 5478 1
12 30 2 2 15 1 4874 1
12 31 1 1 9 1 4776 1
12 32 2 2 20 1 7917 1
12 33 2 1 10 1 6367 1
12 34 2 1 18 1 7497 1
12 35 1 2 2 1 2281 1
12 36 2 2 5 1 16955 1
12 37 1 2 3 2 2146 1
12 38 1 2 12 1 7352 1
12 39 2 1 16 1 7118 1
12 40 2 2 13 2 8352 1
12 41 1 2 5 2 8622 1
12 42 1 1 15 2 5288 1
12 43 1 1 12 1 6800 1
12 44 1 2 11 2 4633 1
12 45 2 2 19 2 8155 1
12 46 1 2 10 1 4237 1
12 47 1 1 7 1 3124 1
12 48 2 1 20 1 9278 1
12 49 1 1 7 2 3121 1
12 50 1 1 3 2 1626 1
12 51 1 2 11 1 3592 1
12 52 2 1 3 1 4436 1
12 53 2 1 19 1 10783 1
12 54 2 2 6 1 8531 1
12 55 2 1 1 2 1255 1
12 56 2 2 2 1 1432 1
12 57 1 1 15 1 5951 1
12 58 2 2 18 2 5288 1
12 59 1 2 8 2 3552 1
12 60 1 2 8 1 2798 1
12 61 2 2 5 2 4534 1
12 62 1 2 1 1 1299 1
12 63 1 1 4 2 3128 1
12 64 1 2 16 1 4782 1
12 65 1 1 8 1 6599 1
12 66 2 1 9 2 6516 1
12 67 1 1 20 1 4159 1
12 68 2 2 7 1 10603 1
12 69 1 2 15 2 2476 1
12 70 1 1 4 1 11067 1
12 71 1 1 20 2 7450 1
12 72 2 1 10 2 9947 1
12 73 1 2 5 1 9188 1
12 74 1 1 6 1 3170 1
12 75 1 1 18 1 6560 1
12 76 2 2 16 2 10544 1
12 77 2 1 6 1 1853 1
12 78 2 1 13 1 7455 1
12 79 2 1 5 2 2189 1
12 80 2 2 14 2 7167 1
12 81 2 1 1 1 1070 1
12 82 2 2 11 1 6038 1
12 83 2 2 1 1 1112 1
12 84 2 2 10 2 6622 1
12 85 1 1 13 1 4299 1
12 86 1 1 18 2 4163 1
12 87 2 1 6 2 6453 1
12 88 1 2 7 2 4656 1
12 89 2 1 12 1 3500 1
12 90 1 2 17 2 1951 1
12 91 2 2 12 1 6109 1
12 92 2 2 6 2 3976 1
12 93 2 2 8 2 3086 1
12 94 2 2 15 2 3363 1
12 95 1 2 14 2 2606 1
12 96 1 2 15 1 2990 1
12 97 1 1 14 2 3926 1
12 98 1 1 19 2 6364 1
12 99 1 1 12 2 2610 1
12 100 1 1 10 1 6265 1
12 101 2 1 12 2 8150 1
12 102 1 2 7 1 1391 1
12 103 1 1 5 1 2788 1
12 104 1 1 2 2 772 1
12 105 1 2 12 2 3825 1
12 106 1 2 13 1 3122 1
12 107 1 2 19 1 4678 1
12 108 1 1 8 2 2124 1
12 109 1 2 17 1 4266 1
12 110 1 2 16 2 5954 1
12 111 2 1 16 2 4615 1
12 112 2 2 4 1 4239 1
12 113 2 1 14 1 4533 1
12 114 1 1 11 2 9148 1
12 115 1 1 5 2 2847 1
12 116 1 1 16 2 4902 1
12 117 2 2 7 2 4249 1
12 118 2 2 20 2 5799 1
12 119 2 2 2 2 6883 1
12 120 2 1 7 1 5905 1
12 121 2 2 12 2 5855 1
12 122 2 1 14 2 6697 1
12 123 2 1 5 1 2752 1
12 124 2 2 17 1 7869 1
12 125 1 1 1 2 1474 1
12 126 2 2 14 1 6790 1
12 127 2 1 17 2 6752 1
12 128 2 1 4 2 1908 1
12 129 1 2 14 1 4829 1
12 130 1 2 20 1 3172 1
12 131 2 1 19 2 4835 1
12 132 1 1 2 1 1995 1
12 133 1 2 9 2 3221 1
12 134 1 2 1 2 781 1
12 135 2 2 3 1 2656 1
12 136 2 2 8 1 4215 1
12 137 2 2 9 1 4348 1
12 138 2 1 2 1 1512 1
12 139 1 1 1 1 1113 1
12 140 1 1 9 2 5387 1
12 141 2 1 4 1 4300 1
12 142 2 2 10 1 5149 1
12 143 1 2 20 2 5520 1
12 144 2 1 9 1 3926 1
12 145 2 1 15 1 4348 1
12 146 1 2 18 1 2617 1
12 147 2 1 17 1 4258 1
12 148 1 2 6 2 2242 1
12 149 2 2 18 1 5156 1
12 150 2 2 17 2 7923 1
12 151 2 2 19 1 6322 1
12 152 2 1 11 1 2844 1
12 153 1 2 18 2 3927 1
12 154 2 2 4 2 2762 1
12 155 1 1 3 1 1953 1
12 156 1 2 2 2 2142 1
12 157 1 2 4 2 1966 1
12 158 1 1 6 2 3183 1
12 159 1 1 17 2 4962 1
12 160 2 1 13 2 3739 1
12 161 2 1 8 1 1572 1
14 1 1 2 12 1 5291 1
14 2 2 1 10 2 8718 1
14 3 1 1 14 1 6935 1
14 4 1 2 1 1 2490 1
14 5 2 2 1 1 1771 1
14 6 1 2 15 2 5755 1
14 7 1 1 15 2 8093 1
14 8 2 1 16 1 14500 1
14 9 1 2 12 2 5710 1
14 10 2 2 4 2 1959 1
14 11 1 1 11 1 11752 1
14 12 2 1 5 1 2001 1
14 13 1 1 16 2 17842 2
14 14 1 1 20 2 6226 1
14 15 1 1 2 2 1667 1
14 16 1 2 17 2 12155 2
14 17 2 2 9 1 7730 1
14 18 2 1 1 1 1208 1
